"BehaviorSpace results (NetLogo 6.1.1)"
"Wolf Sheep Predation.nlogo"
"wolf-sheep-grass-simpler"
"04/21/2020 12:31:36:944 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","wolf-gain-from-food","show-energy?","initial-number-wolves","wolf-reproduce","initial-number-sheep","model-version","sheep-gain-from-food","grass-regrowth-time","sheep-reproduce","[step]","count sheep","count wolves","count turtles"
"322","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","181","73","254"
"323","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","160","69","229"
"324","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","180","67","247"
"325","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","194","78","272"
"326","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","172","63","235"
"327","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","170","87","257"
"328","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","136","65","201"
"329","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","157","78","235"
"330","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","138","92","230"
"331","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","137","83","220"
"333","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","162","74","236"
"332","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","125","74","199"
"334","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","140","83","223"
"335","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","170","81","251"
"336","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","182","73","255"
"338","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","139","70","209"
"339","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","189","64","253"
"337","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","142","71","213"
"340","20","false","35","5","60","sheep-wolves-grass","4","30","4","1000","107","70","177"
"341","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","165","29","194"
"342","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","189","9","198"
"343","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","160","38","198"
"344","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","122","49","171"
"345","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","146","31","177"
"346","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","163","35","198"
"348","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","178","20","198"
"347","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","194","0","194"
"349","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","184","22","206"
"350","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","151","37","188"
"351","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","182","28","210"
"353","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","173","38","211"
"354","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","198","0","198"
"352","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","174","17","191"
"355","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","168","23","191"
"356","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","150","29","179"
"357","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","147","35","182"
"358","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","154","25","179"
"359","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","168","39","207"
"360","20","false","35","5","60","sheep-wolves-grass","4","40","4","1000","171","35","206"
"361","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","58","79","137"
"362","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","288","37","325"
"363","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","209","142","351"
"364","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","270","30","300"
"365","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","335","21","356"
"367","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","109","67","176"
"368","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","322","15","337"
"366","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","309","79","388"
"369","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","163","41","204"
"370","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","188","65","253"
"371","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","69","173","242"
"372","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","192","142","334"
"373","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","146","162","308"
"374","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","424","23","447"
"375","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","264","46","310"
"377","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","318","56","374"
"376","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","297","100","397"
"378","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","181","155","336"
"379","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","437","38","475"
"380","20","false","35","5","90","sheep-wolves-grass","4","20","4","1000","258","76","334"
"381","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","129","91","220"
"382","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","168","75","243"
"383","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","120","105","225"
"384","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","195","76","271"
"385","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","115","80","195"
"386","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","168","71","239"
"387","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","168","69","237"
"388","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","203","57","260"
"389","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","204","66","270"
"390","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","139","88","227"
"391","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","123","84","207"
"392","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","129","86","215"
"393","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","171","46","217"
"394","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","171","66","237"
"395","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","163","82","245"
"396","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","166","86","252"
"397","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","152","84","236"
"398","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","203","86","289"
"399","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","155","86","241"
"400","20","false","35","5","90","sheep-wolves-grass","4","30","4","1000","169","86","255"
"401","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","154","42","196"
"402","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","166","29","195"
"403","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","133","38","171"
"404","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","142","44","186"
"406","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","182","17","199"
"407","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","204","22","226"
"408","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","184","18","202"
"405","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","149","34","183"
"409","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","174","38","212"
"410","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","161","38","199"
"411","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","176","23","199"
"412","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","175","32","207"
"413","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","135","41","176"
"414","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","150","35","185"
"415","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","159","44","203"
"416","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","168","36","204"
"417","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","179","28","207"
"418","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","160","37","197"
"419","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","172","27","199"
"420","20","false","35","5","90","sheep-wolves-grass","4","40","4","1000","194","18","212"
"422","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","405","6","411"
"423","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","217","106","323"
"421","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","102","127","229"
"424","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","391","53","444"
"426","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","392","35","427"
"427","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","323","84","407"
"425","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","240","103","343"
"428","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","323","44","367"
"429","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","70","62","132"
"430","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","404","22","426"
"431","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","187","177","364"
"432","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","102","178","280"
"433","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","149","201","350"
"435","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","356","50","406"
"434","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","375","24","399"
"437","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","107","85","192"
"439","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","336","97","433"
"438","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","178","138","316"
"436","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","102","33","135"
"440","20","false","35","5","120","sheep-wolves-grass","4","20","4","1000","77","159","236"
"441","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","149","84","233"
"442","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","169","70","239"
"443","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","137","76","213"
"444","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","164","72","236"
"445","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","192","66","258"
"446","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","176","76","252"
"447","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","195","55","250"
"448","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","137","72","209"
"449","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","155","81","236"
"450","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","134","89","223"
"451","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","140","96","236"
"452","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","206","77","283"
"453","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","194","71","265"
"454","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","121","90","211"
"455","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","179","61","240"
"456","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","200","61","261"
"458","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","144","86","230"
"457","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","167","76","243"
"460","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","164","75","239"
"459","20","false","35","5","120","sheep-wolves-grass","4","30","4","1000","185","58","243"
"462","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","158","47","205"
"461","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","143","33","176"
"463","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","160","44","204"
"465","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","148","33","181"
"466","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","156","38","194"
"464","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","182","19","201"
"467","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","152","46","198"
"468","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","168","47","215"
"469","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","139","53","192"
"470","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","177","28","205"
"471","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","158","28","186"
"472","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","170","22","192"
"473","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","167","47","214"
"474","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","156","42","198"
"475","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","177","19","196"
"476","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","167","38","205"
"477","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","164","39","203"
"478","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","155","29","184"
"479","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","135","44","179"
"480","20","false","35","5","120","sheep-wolves-grass","4","40","4","1000","164","38","202"
"481","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","70","225","295"
"483","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","95","64","159"
"482","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","231","126","357"
"484","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","114","194","308"
"485","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","122","193","315"
"486","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","76","178","254"
"487","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","271","101","372"
"488","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","205","133","338"
"489","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","302","87","389"
"490","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","138","32","170"
"492","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","227","121","348"
"493","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","368","7","375"
"491","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","129","76","205"
"494","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","101","109","210"
"495","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","134","183","317"
"496","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","57","105","162"
"497","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","90","212","302"
"498","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","125","212","337"
"499","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","439","28","467"
"500","20","false","35","5","150","sheep-wolves-grass","4","20","4","1000","187","65","252"
"501","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","124","114","238"
"502","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","155","78","233"
"503","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","204","44","248"
"504","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","149","85","234"
"505","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","170","70","240"
"506","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","127","109","236"
"507","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","158","72","230"
"508","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","142","84","226"
"510","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","156","78","234"
"509","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","147","94","241"
"511","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","162","75","237"
"512","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","176","52","228"
"513","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","137","101","238"
"514","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","123","79","202"
"515","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","151","87","238"
"516","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","104","117","221"
"517","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","167","77","244"
"518","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","168","66","234"
"519","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","151","89","240"
"520","20","false","35","5","150","sheep-wolves-grass","4","30","4","1000","182","77","259"
"521","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","168","35","203"
"523","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","178","32","210"
"524","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","171","24","195"
"522","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","166","50","216"
"525","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","166","34","200"
"526","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","164","23","187"
"527","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","149","45","194"
"528","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","200","24","224"
"529","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","127","52","179"
"530","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","148","44","192"
"531","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","152","48","200"
"532","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","175","35","210"
"533","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","149","25","174"
"534","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","150","31","181"
"535","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","171","64","235"
"537","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","149","40","189"
"536","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","192","20","212"
"538","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","140","43","183"
"539","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","179","16","195"
"540","20","false","35","5","150","sheep-wolves-grass","4","40","4","1000","164","41","205"
"541","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","311","48","359"
"542","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","89","207","296"
"543","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","157","165","322"
"544","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","106","186","292"
"546","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","86","20","106"
"547","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","33","84","117"
"545","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","208","149","357"
"548","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","102","30","132"
"549","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","95","120","215"
"550","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","46","159","205"
"551","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","192","137","329"
"552","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","329","50","379"
"553","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","83","98","181"
"554","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","301","88","389"
"556","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","286","125","411"
"555","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","82","158","240"
"557","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","296","79","375"
"558","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","147","19","166"
"559","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","237","141","378"
"560","20","false","35","5","180","sheep-wolves-grass","4","20","4","1000","83","64","147"
"561","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","164","93","257"
"562","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","177","75","252"
"563","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","151","64","215"
"564","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","145","101","246"
"565","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","124","118","242"
"566","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","191","66","257"
"567","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","154","82","236"
"569","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","140","107","247"
"570","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","151","78","229"
"568","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","154","89","243"
"571","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","192","63","255"
"572","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","116","97","213"
"573","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","157","87","244"
"575","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","157","76","233"
"574","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","119","99","218"
"576","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","146","76","222"
"577","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","159","75","234"
"578","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","131","74","205"
"579","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","124","98","222"
"580","20","false","35","5","180","sheep-wolves-grass","4","30","4","1000","149","84","233"
"581","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","187","20","207"
"582","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","155","38","193"
"583","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","180","15","195"
"584","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","181","38","219"
"585","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","165","28","193"
"586","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","164","27","191"
"589","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","149","33","182"
"588","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","132","59","191"
"587","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","128","36","164"
"590","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","153","36","189"
"591","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","186","27","213"
"592","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","149","39","188"
"594","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","163","41","204"
"593","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","176","24","200"
"596","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","126","34","160"
"595","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","152","50","202"
"597","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","179","13","192"
"598","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","136","39","175"
"600","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","139","37","176"
"599","20","false","35","5","180","sheep-wolves-grass","4","40","4","1000","173","32","205"
"601","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","183","38","221"
"602","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","427","48","475"
"603","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","182","33","215"
"604","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","265","25","290"
"605","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","279","35","314"
"606","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","102","42","144"
"607","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","170","41","211"
"608","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","374","73","447"
"609","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","82","148","230"
"611","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","153","35","188"
"610","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","111","36","147"
"612","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","262","68","330"
"613","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","196","143","339"
"614","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","87","161","248"
"616","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","49","181","230"
"615","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","105","47","152"
"617","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","82","57","139"
"618","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","277","126","403"
"619","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","199","163","362"
"621","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","227","55","282"
"620","20","false","60","5","60","sheep-wolves-grass","4","20","4","1000","81","94","175"
"622","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","140","64","204"
"623","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","130","63","193"
"624","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","147","82","229"
"625","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","149","47","196"
"626","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","150","74","224"
"627","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","178","79","257"
"628","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","125","81","206"
"629","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","172","89","261"
"630","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","168","93","261"
"631","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","154","65","219"
"632","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","153","95","248"
"633","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","172","89","261"
"634","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","138","73","211"
"635","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","182","62","244"
"636","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","175","75","250"
"637","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","137","74","211"
"638","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","141","85","226"
"639","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","134","74","208"
"640","20","false","60","5","60","sheep-wolves-grass","4","30","4","1000","139","89","228"
"642","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","170","0","170"
"644","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","195","28","223"
"643","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","163","33","196"
"641","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","192","23","215"
"646","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","173","25","198"
"645","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","137","46","183"
"647","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","174","34","208"
"648","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","174","29","203"
"649","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","162","33","195"
"650","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","170","33","203"
"651","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","141","62","203"
"652","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","163","52","215"
"653","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","151","43","194"
"654","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","191","10","201"
"655","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","131","37","168"
"656","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","175","15","190"
"657","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","138","52","190"
"658","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","206","0","206"
"659","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","155","36","191"
"660","20","false","60","5","60","sheep-wolves-grass","4","40","4","1000","183","32","215"
"661","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","145","186","331"
"662","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","157","169","326"
"663","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","284","26","310"
"664","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","63","57","120"
"665","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","297","112","409"
